"","X","ID_ADNe","Site","ID_reception","Latitude","Longitude","Depth_CTD","Tide","Depth_m","Temperature","Salinity","Date","Project","Locus"
"474",474,"ADE_21_00519","Godbout","14M3-c",49.2992170248181,-67.698588995263,"15.07",0.4,14.67,"4.96","30.19","2021-08-25","PPO.Godbout.2021","MiFishU"
"478",478,"ADE_21_00520","Godbout","14M2-a",49.2992600239813,-67.6989319827408,"14.57",0.4,14.17,"5.58","29.79","2021-08-25","PPO.Godbout.2021","MiFishU"
"482",482,"ADE_21_00521","Godbout","20M3-c",49.2987069860101,-67.6986839622259,"19.84",1,18.84,"4.6500000000000004","30.39","2021-08-25","PPO.Godbout.2021","MiFishU"
"486",486,"ADE_21_00522","Godbout","40M3-b",49.2946219816804,-67.6986800227314,"40.799999999999997",2.3,38.5,"2.3199999999999998","31.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"490",490,"ADE_21_00523","Godbout","40M3-a",49.2946219816804,-67.6986800227314,"40.799999999999997",2.3,38.5,"2.3199999999999998","31.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"494",494,"ADE_21_00524","Godbout","14M4-c",49.2991519812495,-67.6982849836349,"13.59",0.6,12.99,"5.92","29.83","2021-08-25","PPO.Godbout.2021","MiFishU"
"498",498,"ADE_21_00525","Godbout","20M3-b",49.2987069860101,-67.6986839622259,"19.84",1,18.84,"4.6500000000000004","30.39","2021-08-25","PPO.Godbout.2021","MiFishU"
"502",502,"ADE_21_00526","Godbout","20M1-a",49.2988939862698,-67.6992019638419,"18.399999999999999",0.6,17.8,"4.5599999999999996","30.28","2021-08-25","PPO.Godbout.2021","MiFishU"
"506",506,"ADE_21_00527","Godbout","40M2-c",49.2947560083121,-67.6991670113057,"41.67",2.3,39.37,"4.26","31.37","2021-08-25","PPO.Godbout.2021","MiFishU"
"510",510,"ADE_21_00528","Godbout","40M1-a",49.294716026634,-67.6992769818753,"41.28",1.7,39.58,"2.59","31.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"514",514,"ADE_21_00529","Godbout","14M4-a",49.2991519812495,-67.6982849836349,"13.59",0.6,12.99,"5.92","29.83","2021-08-25","PPO.Godbout.2021","MiFishU"
"518",518,"ADE_21_00530","Godbout","10M3-a",49.3009379971772,-67.6984920166433,"9.08",0.5,8.58,"10.25","28.04","2021-08-25","PPO.Godbout.2021","MiFishU"
"522",522,"ADE_21_00531","Godbout","10M1-b",49.3011229857802,-67.6991589646786,"10.210000000000001",1,9.21,"8.18","28.76","2021-08-25","PPO.Godbout.2021","MiFishU"
"526",526,"ADE_21_00532","Godbout","14M2-c",49.2992600239813,-67.6989319827408,"14.57",0.4,14.17,"5.58","29.79","2021-08-25","PPO.Godbout.2021","MiFishU"
"530",530,"ADE_21_00533","Godbout","40M1-c",49.294716026634,-67.6992769818753,"41.28",1.7,39.58,"2.59","31.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"534",534,"ADE_21_00534","Godbout","40M1-b",49.294716026634,-67.6992769818753,"41.28",1.7,39.58,"2.59","31.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"538",538,"ADE_21_00535","Godbout","20M2-a",49.2987349815667,-67.6989800110459,"19.79",1,18.79,"4.51","30.47","2021-08-25","PPO.Godbout.2021","MiFishU"
"546",546,"ADE_21_00537","Godbout","14M1-c",49.2993880156428,-67.6993039716035,"13.7",0.4,13.3,"5.99","29.72","2021-08-25","PPO.Godbout.2021","MiFishU"
"550",550,"ADE_21_00538","Godbout","40M4-b",49.2945959977806,-67.6983600016683,"41.38",2.3,39.08,"2.35","31.39","2021-08-25","PPO.Godbout.2021","MiFishU"
"554",554,"ADE_21_00539","Godbout","20M4-b",49.2986560240388,-67.6982669625431,"20.010000000000002",1,19.01,"4.5999999999999996","30.37","2021-08-25","PPO.Godbout.2021","MiFishU"
"558",558,"ADE_21_00541","Godbout","20M2-b",49.2987349815667,-67.6989800110459,"19.79",1,18.79,"4.51","30.47","2021-08-25","PPO.Godbout.2021","MiFishU"
"562",562,"ADE_21_00542","Godbout","10M3-b",49.3009379971772,-67.6984920166433,"9.08",0.5,8.58,"10.25","28.04","2021-08-25","PPO.Godbout.2021","MiFishU"
"566",566,"ADE_21_00543","Godbout","10M3-c",49.3009379971772,-67.6984920166433,"9.08",0.5,8.58,"10.25","28.04","2021-08-25","PPO.Godbout.2021","MiFishU"
"570",570,"ADE_21_00544","Godbout","40M2-b",49.2947560083121,-67.6991670113057,"41.67",2.3,39.37,"4.26","31.37","2021-08-25","PPO.Godbout.2021","MiFishU"
"574",574,"ADE_21_00545","Godbout","10M2-b",49.3010369874537,-67.6988319866359,"9.85",1,8.85,"12.22","27.32","2021-08-25","PPO.Godbout.2021","MiFishU"
"578",578,"ADE_21_00546","Godbout","20M1-c",49.2988939862698,-67.6992019638419,"18.399999999999999",0.6,17.8,"4.5599999999999996","30.28","2021-08-25","PPO.Godbout.2021","MiFishU"
"582",582,"ADE_21_00547","Godbout","14M1-a",49.2993880156428,-67.6993039716035,"13.7",0.4,13.3,"5.99","29.72","2021-08-25","PPO.Godbout.2021","MiFishU"
"586",586,"ADE_21_00548","Godbout","40M4-c",49.2945959977806,-67.6983600016683,"41.38",2.3,39.08,"2.35","31.39","2021-08-25","PPO.Godbout.2021","MiFishU"
"590",590,"ADE_21_00549","Godbout","20M1-b",49.2988939862698,-67.6992019638419,"18.399999999999999",0.6,17.8,"4.5599999999999996","30.28","2021-08-25","PPO.Godbout.2021","MiFishU"
"594",594,"ADE_21_00550","Godbout","14M4-b",49.2991519812495,-67.6982849836349,"13.59",0.6,12.99,"5.92","29.83","2021-08-25","PPO.Godbout.2021","MiFishU"
"598",598,"ADE_21_00551","Godbout","10M4-c",49.3008450418711,-67.697976026684,"9.17",0.5,8.67,"13.76","26.93","2021-08-25","PPO.Godbout.2021","MiFishU"
"602",602,"ADE_21_00552","Godbout","14M1-b",49.2993880156428,-67.6993039716035,"13.7",0.4,13.3,"5.99","29.72","2021-08-25","PPO.Godbout.2021","MiFishU"
"606",606,"ADE_21_00553","Godbout","20M4-a",49.2986560240388,-67.6982669625431,"20.010000000000002",1,19.01,"4.5999999999999996","30.37","2021-08-25","PPO.Godbout.2021","MiFishU"
"610",610,"ADE_21_00554","Godbout","20M4-c",49.2986560240388,-67.6982669625431,"20.010000000000002",1,19.01,"4.5999999999999996","30.37","2021-08-25","PPO.Godbout.2021","MiFishU"
"614",614,"ADE_21_00555","Godbout","20M2-c",49.2987349815667,-67.6989800110459,"19.79",1,18.79,"4.51","30.47","2021-08-25","PPO.Godbout.2021","MiFishU"
"618",618,"ADE_21_00556","Godbout","10M2-c",49.3010369874537,-67.6988319866359,"9.85",1,8.85,"12.22","27.32","2021-08-25","PPO.Godbout.2021","MiFishU"
